Age,Occupation,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Risk Score,Risk Level
24,Doctor,Wealth Preservation,54273.28,92646.44,37037.42,16041.3,10370.11,2591.52,14450.67,50000.0,Medical Expenses,Retired,36,9.09,approved,5,Medium
29,Teacher,Growth,62923.16,73940.08,21943.92,17490.71,4188.23,1213.39,13286.36,42710.67,Home Improvement,Unemployed,60,12.7,rejected,6,Medium
79,Teacher,Speculation,34843.95,29354.31,9314.91,7374.69,2503.49,123.26,1882.88,47931.97,Home Improvement,Self-Employed,48,10.97,approved,3,Low
32,Engineer,Wealth Preservation,32311.33,33487.77,16603.04,7337.98,4585.83,520.1,6360.85,24289.51,Auto Purchase,Unemployed,24,10.48,rejected,4,Low
42,Doctor,Wealth Preservation,52485.1,86743.55,11098.12,25240.13,15923.94,3641.17,14310.98,27406.03,Small Business,Employed,12,7.63,approved,4,Low
76,Retiree,Income Generation,98299.96,100000.0,36757.49,16563.44,14673.24,3015.34,18361.79,13651.18,Medical Expenses,Self-Employed,48,7.86,approved,2,Low
76,Artist,Speculation,103710.7,100000.0,42561.14,25339.37,15787.61,3734.41,13399.02,17525.89,Small Business,Retired,12,8.5,approved,3,Low
78,Artist,Income Generation,77159.75,52518.9,5498.92,13284.11,7585.96,1796.03,20339.09,50000.0,Small Business,Unemployed,48,12.8,pending,5,Medium
30,Retiree,Speculation,48919.87,64654.45,14706.26,14574.22,11392.31,379.64,7061.63,50000.0,Debt Consolidation,Employed,60,10.33,approved,4,Low
68,Doctor,Wealth Preservation,87723.25,100000.0,45273.45,26266.55,14546.94,1934.08,6636.88,50000.0,Home Improvement,Self-Employed,60,9.19,approved,3,Low
47,Lawyer,Wealth Preservation,44849.62,26321.68,11797.62,6096.65,3309.95,838.66,5181.69,33061.44,Auto Purchase,Retired,48,8.43,approved,3,Low
61,Doctor,Growth,84083.59,94048.3,10960.97,11070.85,17158.2,4128.14,16328.09,32345.43,Medical Expenses,Employed,48,10.11,pending,4,Low
25,Student,Income Generation,85843.02,100000.0,12810.02,28945.32,7100.04,1116.27,18501.56,32086.59,Home Improvement,Unemployed,60,11.19,pending,6,Medium
41,Engineer,Growth,94601.74,21687.98,3604.11,2893.53,5282.94,212.69,1325.2,50000.0,Small Business,Self-Employed,36,14.32,rejected,5,Medium
59,Teacher,Speculation,85559.59,35379.08,7509.8,10504.65,7764.18,1044.91,6060.51,50000.0,Small Business,Retired,36,9.65,approved,3,Low
48,Retiree,Speculation,58654.47,8688.47,1269.4,1738.61,1294.87,30.68,1180.04,31419.66,Auto Purchase,Self-Employed,36,8.41,approved,4,Low
31,Retiree,Speculation,66427.02,50389.71,10192.09,4753.62,10512.42,702.19,6797.33,50000.0,Auto Purchase,Employed,60,11.3,approved,5,Medium
34,Artist,Speculation,95246.63,100000.0,10677.32,20221.69,21309.51,4520.04,15285.16,50000.0,Debt Consolidation,Unemployed,12,14.33,pending,5,Medium
72,Artist,Growth,91397.53,100000.0,18813.81,19614.24,15852.32,3434.8,36983.62,43847.19,Medical Expenses,Unemployed,12,12.04,rejected,5,Medium
82,Student,Income Generation,122412.86,74936.11,36290.24,4671.53,5002.99,71.78,5716.65,50000.0,Home Improvement,Self-Employed,24,12.37,rejected,5,Medium
73,Engineer,Income Generation,127436.32,100000.0,43837.62,23782.56,11720.64,3404.04,18977.84,50000.0,Small Business,Unemployed,12,10.92,approved,5,Medium
47,Engineer,Speculation,47010.99,34904.94,12636.34,5401.33,2850.69,694.88,6598.67,48138.23,Home Improvement,Self-Employed,36,12.36,rejected,4,Low
28,Doctor,Income Generation,39513.09,9970.13,4005.95,2460.14,723.73,183.31,941.84,17363.24,Small Business,Self-Employed,48,10.94,rejected,4,Low
26,Lawyer,Income Generation,28192.54,11795.1,1585.32,831.45,1422.06,331.21,1116.41,41321.35,Auto Purchase,Retired,24,8.71,approved,4,Low
74,Retiree,Speculation,141577.76,100000.0,20628.93,8309.2,17346.55,3096.49,18510.3,50000.0,Medical Expenses,Retired,24,13.34,rejected,5,Medium
19,Lawyer,Income Generation,70556.95,100000.0,34492.49,22962.46,11913.73,1967.12,12626.79,50000.0,Auto Purchase,Unemployed,60,11.26,approved,6,Medium
24,Artist,Income Generation,91706.45,100000.0,27954.19,26910.26,11538.3,850.85,17460.5,29028.48,Debt Consolidation,Unemployed,12,9.59,rejected,5,Medium
82,Retiree,Income Generation,72359.19,71560.49,22178.9,16122.62,6030.68,843.86,27347.6,34333.43,Home Improvement,Retired,24,10.67,rejected,5,Medium
41,Teacher,Income Generation,71513.29,73415.92,14624.53,6097.58,13859.62,2947.23,3778.16,16803.76,Medical Expenses,Employed,48,8.62,rejected,3,Low
18,Doctor,Income Generation,108941.74,100000.0,39069.1,12007.4,16253.05,4215.94,7195.24,50000.0,Small Business,Employed,36,10.94,approved,7,High
64,Retiree,Wealth Preservation,61317.94,37087.9,6480.72,2712.91,7744.74,409.69,6404.91,17704.31,Debt Consolidation,Employed,12,9.12,pending,2,Low
19,Retiree,Speculation,110075.99,26710.02,6171.55,2112.18,1910.38,462.71,2329.73,50000.0,Auto Purchase,Retired,36,11.25,approved,7,High
36,Teacher,Speculation,112678.66,78293.8,21503.79,5265.0,9137.65,2243.76,11944.31,50000.0,Home Improvement,Self-Employed,48,10.22,approved,6,Medium
28,Doctor,Growth,108045.1,100000.0,34867.57,19194.67,6797.52,756.0,13052.2,30296.97,Small Business,Retired,24,11.34,rejected,7,High
29,Doctor,Growth,72455.24,100000.0,33736.69,10190.12,15889.68,3189.42,19301.55,45510.41,Auto Purchase,Self-Employed,24,13.26,rejected,6,Medium
60,Engineer,Wealth Preservation,46812.57,85942.36,30173.23,20279.18,8954.11,292.55,13965.12,30921.42,Auto Purchase,Retired,60,10.92,rejected,3,Low
60,Teacher,Income Generation,57297.83,83487.54,21424.98,6550.5,8285.19,766.53,6773.18,39964.03,Small Business,Retired,36,11.49,rejected,4,Low
44,Artist,Wealth Preservation,60288.86,48705.49,20972.06,12605.94,10024.05,1603.31,5323.29,50000.0,Home Improvement,Employed,12,12.32,rejected,5,Medium
61,Student,Wealth Preservation,105938.44,61801.44,26611.73,8938.12,3280.1,380.81,9764.46,21254.4,Medical Expenses,Unemployed,36,8.56,approved,4,Low
79,Student,Wealth Preservation,109196.97,97404.68,12974.93,28868.78,10246.19,1601.23,14023.79,50000.0,Auto Purchase,Employed,36,12.91,rejected,5,Medium
44,Student,Speculation,36700.74,18927.31,8047.6,2784.86,3752.63,526.45,7431.11,14210.84,Debt Consolidation,Employed,48,8.72,pending,2,Low
43,Engineer,Speculation,66643.62,100000.0,49840.83,6640.62,5534.74,1074.76,5823.47,41182.13,Home Improvement,Retired,36,12.86,rejected,5,Medium
18,Engineer,Growth,57220.61,56126.88,11236.52,15532.38,8059.17,367.62,11802.99,50000.0,Medical Expenses,Retired,36,11.34,approved,6,Medium
32,Student,Speculation,79572.93,100000.0,39479.1,15640.9,12928.42,2308.5,7317.07,26428.45,Auto Purchase,Retired,48,11.44,rejected,5,Medium
43,Teacher,Growth,69008.53,36091.85,11025.6,9934.49,7654.1,1656.14,6047.03,50000.0,Debt Consolidation,Employed,36,13.82,pending,5,Medium
36,Doctor,Speculation,93609.93,51948.07,14524.47,10660.62,3061.13,190.69,12230.12,50000.0,Medical Expenses,Unemployed,24,14.17,rejected,5,Medium
84,Artist,Speculation,52781.46,16164.05,7409.85,3890.69,3050.01,396.1,1222.22,30842.25,Medical Expenses,Self-Employed,24,10.23,pending,4,Low
34,Retiree,Growth,89459.6,100000.0,48826.36,26076.76,11299.01,114.67,10045.97,21984.84,Auto Purchase,Self-Employed,24,11.37,rejected,5,Medium
84,Engineer,Wealth Preservation,38942.23,54389.59,13049.1,15561.04,8504.62,241.2,2839.2,15198.57,Home Improvement,Unemployed,24,9.04,pending,1,Low
29,Lawyer,Growth,56315.99,46730.99,21936.12,11416.09,4233.57,176.78,4494.81,50000.0,Medical Expenses,Self-Employed,48,9.36,approved,5,Medium
50,Artist,Speculation,88769.04,72675.46,28702.0,5940.69,16245.51,251.29,10797.26,15300.1,Auto Purchase,Employed,12,8.0,approved,2,Low
20,Retiree,Speculation,43785.27,81197.97,29835.2,10189.21,16907.59,2586.82,5846.78,50000.0,Home Improvement,Employed,60,12.8,pending,5,Medium
79,Artist,Income Generation,15153.28,15481.3,4853.46,3879.97,1711.33,25.94,1150.08,5000.0,Home Improvement,Unemployed,24,4.85,approved,0,Low
47,Artist,Speculation,67692.41,42832.16,15324.78,2546.63,3210.66,128.47,6426.05,45368.03,Home Improvement,Employed,60,10.59,approved,5,Medium
39,Teacher,Income Generation,45670.82,18886.66,2492.64,1108.93,1173.43,322.42,5207.03,50000.0,Medical Expenses,Retired,12,9.36,approved,3,Low
68,Teacher,Speculation,90883.32,100000.0,46271.52,10497.11,20104.03,3390.1,14251.0,50000.0,Debt Consolidation,Employed,48,10.54,approved,4,Low
49,Student,Wealth Preservation,69805.1,72310.69,29757.67,7296.26,6742.92,178.18,8238.44,50000.0,Debt Consolidation,Employed,24,13.6,rejected,5,Medium
81,Engineer,Wealth Preservation,102225.05,100000.0,22407.32,15618.26,24197.66,4885.34,15547.17,47488.79,Home Improvement,Retired,36,9.19,approved,4,Low
40,Student,Income Generation,29677.99,47183.0,9629.38,13079.72,9740.08,1048.71,5370.78,22027.72,Auto Purchase,Employed,60,8.07,approved,3,Low
55,Doctor,Speculation,86008.86,38197.28,7819.48,6820.33,8217.11,508.15,3571.21,50000.0,Auto Purchase,Unemployed,60,13.74,pending,4,Low
19,Teacher,Wealth Preservation,84035.58,55315.94,16809.52,13614.4,3029.16,320.96,6964.72,41316.87,Medical Expenses,Self-Employed,36,8.31,approved,5,Medium
68,Engineer,Income Generation,38979.85,76763.5,16906.11,18167.29,13062.77,756.08,9477.38,48524.58,Auto Purchase,Retired,24,13.91,pending,3,Low
28,Engineer,Speculation,76778.22,21207.49,2214.66,5985.05,2814.97,247.91,1254.94,50000.0,Debt Consolidation,Retired,48,14.4,pending,6,Medium
64,Lawyer,Growth,67656.35,28543.76,13799.06,7056.4,4670.55,603.74,4834.04,40527.76,Debt Consolidation,Unemployed,36,12.61,rejected,4,Low
28,Retiree,Speculation,75499.32,73318.12,36652.49,20456.8,13354.9,3118.68,5042.9,50000.0,Small Business,Employed,48,10.94,approved,6,Medium
65,Teacher,Income Generation,50177.33,31992.53,6632.73,7849.34,1888.62,260.77,2115.42,50000.0,Medical Expenses,Unemployed,48,12.56,pending,4,Low
31,Lawyer,Growth,112705.79,100000.0,48294.52,14773.1,22060.17,1759.83,16187.01,28813.9,Medical Expenses,Employed,12,9.61,pending,5,Medium
50,Engineer,Growth,87941.13,87167.84,27019.43,6071.86,6349.77,262.7,33768.28,50000.0,Small Business,Employed,24,14.3,rejected,5,Medium
26,Student,Wealth Preservation,77736.77,24167.13,10812.43,6262.2,2680.65,125.7,6053.76,50000.0,Small Business,Retired,48,11.07,approved,6,Medium
39,Retiree,Wealth Preservation,102134.51,100000.0,35953.34,11865.54,15118.29,1097.66,28936.52,50000.0,Medical Expenses,Self-Employed,24,12.66,pending,7,High
54,Engineer,Wealth Preservation,47270.95,70800.4,8826.81,20291.03,14290.35,136.47,12558.5,6201.31,Auto Purchase,Retired,24,9.36,pending,1,Low
48,Teacher,Speculation,78344.63,84147.08,16200.16,14820.31,10114.95,1800.05,16188.49,50000.0,Debt Consolidation,Retired,48,10.83,approved,5,Medium
33,Teacher,Speculation,52031.99,13238.46,6304.78,924.6,2763.4,662.76,767.84,15898.77,Small Business,Employed,36,8.45,approved,3,Low
36,Doctor,Speculation,26410.39,23834.81,10310.53,5983.45,4656.64,306.88,2862.94,30842.42,Auto Purchase,Self-Employed,48,9.96,pending,3,Low
25,Student,Growth,76527.96,53164.91,15959.84,6907.75,10413.86,2025.84,4703.39,42861.87,Home Improvement,Self-Employed,48,10.59,approved,6,Medium
25,Student,Growth,52129.64,10265.54,3482.7,2643.0,1625.42,315.76,1487.15,50000.0,Debt Consolidation,Unemployed,60,9.53,approved,5,Medium
37,Teacher,Income Generation,50789.4,73341.36,13123.61,14162.31,5973.18,1481.16,20559.5,10738.44,Small Business,Self-Employed,12,8.3,pending,4,Low
63,Teacher,Wealth Preservation,60939.61,99246.75,31660.4,21298.04,19605.62,3620.93,11405.45,29674.1,Auto Purchase,Unemployed,12,9.03,approved,3,Low
74,Retiree,Speculation,21017.68,8115.49,3879.18,1377.51,1614.69,8.23,3008.06,25073.36,Auto Purchase,Employed,36,10.69,pending,3,Low
68,Student,Income Generation,89019.81,100000.0,30286.69,16374.09,11349.53,60.62,6179.04,50000.0,Small Business,Unemployed,36,12.56,pending,4,Low
48,Teacher,Wealth Preservation,50568.29,41479.21,20138.9,2174.75,9676.87,1142.17,3480.77,43906.49,Auto Purchase,Retired,36,11.28,rejected,5,Medium
68,Artist,Growth,68225.17,9013.84,2597.57,1097.28,1298.94,317.25,1438.83,50000.0,Small Business,Employed,48,12.98,rejected,4,Low
21,Engineer,Speculation,53350.7,95555.52,33924.03,19860.52,14289.56,4189.22,10943.83,50000.0,Medical Expenses,Unemployed,12,10.68,approved,6,Medium
62,Doctor,Speculation,43007.3,20834.53,3987.22,1069.8,2467.57,594.88,1161.95,25501.17,Home Improvement,Unemployed,24,7.83,approved,2,Low
67,Retiree,Speculation,82295.14,17707.33,5535.66,3330.08,3135.46,416.23,2543.31,31312.72,Home Improvement,Retired,12,12.13,pending,4,Low
61,Engineer,Speculation,87472.72,60985.19,22835.37,18099.42,5891.48,493.86,5961.62,35958.96,Home Improvement,Retired,60,9.78,approved,3,Low
50,Retiree,Income Generation,49881.39,90937.03,22400.48,11224.99,20052.04,2567.54,7822.36,50000.0,Medical Expenses,Self-Employed,12,9.47,approved,2,Low
76,Lawyer,Growth,84735.56,100000.0,49411.72,5879.68,16070.51,4053.76,28385.97,47485.93,Small Business,Employed,36,14.73,rejected,5,Medium
43,Retiree,Wealth Preservation,67699.08,100000.0,41594.24,29463.1,13673.09,960.71,14591.11,50000.0,Medical Expenses,Employed,12,13.03,pending,5,Medium
58,Artist,Growth,99955.15,100000.0,34073.46,9610.4,22467.36,3340.29,7938.94,50000.0,Auto Purchase,Retired,48,9.14,approved,3,Low
24,Engineer,Growth,34351.66,42111.27,9240.76,10315.38,9893.77,1530.67,5435.08,5838.84,Small Business,Retired,48,9.4,rejected,3,Low
20,Doctor,Wealth Preservation,84867.88,100000.0,49215.51,9277.98,21548.05,4104.98,13274.69,50000.0,Home Improvement,Retired,48,10.79,approved,6,Medium
25,Doctor,Wealth Preservation,70640.9,31520.95,3544.15,8999.48,3716.03,754.39,4371.91,50000.0,Debt Consolidation,Employed,12,12.49,pending,6,Medium
46,Retiree,Speculation,82960.23,100000.0,17975.94,28440.06,18826.41,666.79,5033.41,50000.0,Auto Purchase,Unemployed,24,10.34,approved,5,Medium
50,Teacher,Income Generation,74804.7,79277.2,30394.91,4141.62,10452.35,930.99,20160.05,50000.0,Debt Consolidation,Retired,36,12.0,rejected,5,Medium
78,Teacher,Income Generation,53310.57,97283.78,23147.82,16099.74,21715.68,3540.48,18081.26,36688.75,Debt Consolidation,Unemployed,36,8.01,approved,3,Low
66,Artist,Wealth Preservation,82030.3,75398.92,31334.6,17219.81,12084.53,580.27,14505.34,50000.0,Medical Expenses,Retired,60,12.81,pending,4,Low
40,Retiree,Growth,46442.68,75340.85,32459.55,20749.4,16526.41,4378.21,23429.24,50000.0,Home Improvement,Retired,60,11.68,pending,5,Medium
55,Artist,Wealth Preservation,107442.6,100000.0,44079.81,10547.33,20358.85,5828.7,39514.03,28907.47,Auto Purchase,Self-Employed,48,11.31,pending,6,Medium
73,Retiree,Income Generation,83954.54,100000.0,10653.24,26562.45,13462.56,1487.64,10828.77,45426.65,Debt Consolidation,Unemployed,60,9.27,approved,3,Low
51,Student,Growth,120599.29,100000.0,16418.69,12431.56,9312.71,1946.0,9677.33,18385.67,Small Business,Unemployed,36,10.02,pending,4,Low
32,Artist,Speculation,82995.28,98548.3,39499.43,20292.91,18858.59,1583.31,5369.26,50000.0,Auto Purchase,Unemployed,24,12.65,rejected,5,Medium
51,Artist,Income Generation,42010.76,48257.09,10162.58,10675.78,9251.84,45.04,7880.85,22855.31,Debt Consolidation,Unemployed,60,8.25,approved,2,Low
83,Doctor,Income Generation,66783.4,13948.64,5692.75,2458.61,2447.99,343.16,1355.11,50000.0,Small Business,Unemployed,12,11.46,approved,4,Low
51,Lawyer,Wealth Preservation,74199.43,48133.61,16178.56,6122.41,2434.23,178.24,5014.63,50000.0,Debt Consolidation,Unemployed,60,11.25,approved,4,Low
35,Doctor,Growth,84184.55,38602.74,9135.79,4528.05,5707.88,458.96,6696.17,50000.0,Medical Expenses,Retired,48,14.39,rejected,5,Medium
76,Engineer,Growth,35411.97,30369.89,6152.61,5211.61,3463.9,991.41,5691.39,22726.71,Small Business,Self-Employed,60,10.04,pending,3,Low
70,Doctor,Wealth Preservation,80708.97,31758.94,3347.9,3219.49,6255.11,487.49,4860.95,50000.0,Medical Expenses,Self-Employed,36,12.0,pending,4,Low
25,Engineer,Income Generation,67992.17,30126.31,3396.57,5579.02,5818.5,833.22,4780.73,41231.69,Debt Consolidation,Self-Employed,24,10.38,approved,6,Medium
29,Retiree,Wealth Preservation,86783.75,100000.0,34035.16,9118.98,20194.83,5690.81,10688.9,50000.0,Auto Purchase,Retired,60,12.51,rejected,6,Medium
33,Engineer,Speculation,86688.61,34312.96,7363.32,7300.01,6956.59,938.05,6864.76,50000.0,Auto Purchase,Unemployed,12,14.25,pending,5,Medium
27,Teacher,Income Generation,20799.18,38404.83,12402.25,11071.77,9433.35,887.15,3369.33,5000.0,Medical Expenses,Self-Employed,12,8.03,rejected,3,Low
56,Engineer,Income Generation,128006.06,100000.0,13066.09,5428.02,9229.99,2503.08,16937.02,26212.4,Auto Purchase,Retired,48,8.62,approved,4,Low
44,Lawyer,Speculation,68187.11,39826.14,12312.66,5407.37,8650.21,1455.55,11860.56,32326.1,Home Improvement,Unemployed,12,7.75,approved,4,Low
47,Engineer,Speculation,115016.21,100000.0,16812.87,7203.15,17729.31,2582.71,16096.97,50000.0,Small Business,Unemployed,36,10.09,approved,6,Medium
53,Lawyer,Income Generation,43878.92,51252.18,24350.9,7877.63,6567.55,1201.26,7404.19,36053.72,Small Business,Employed,12,10.24,approved,3,Low
29,Doctor,Growth,101359.03,100000.0,30053.45,16968.4,9163.76,740.74,8981.0,36746.35,Home Improvement,Self-Employed,60,9.95,approved,6,Medium
85,Engineer,Speculation,29193.85,10725.26,4144.24,2099.08,1054.15,105.55,611.78,21674.16,Home Improvement,Unemployed,48,9.2,pending,2,Low
29,Student,Income Generation,96524.36,100000.0,39666.83,28395.02,8863.07,2461.7,13927.26,34171.56,Auto Purchase,Employed,36,9.37,approved,5,Medium
23,Retiree,Income Generation,83904.7,100000.0,37613.06,20991.32,11303.44,922.25,23526.92,50000.0,Debt Consolidation,Employed,24,11.75,rejected,7,High
29,Artist,Speculation,46584.88,21740.42,3964.11,5201.38,1103.06,111.75,7937.11,28641.32,Debt Consolidation,Retired,36,11.59,pending,5,Medium
42,Artist,Wealth Preservation,85866.18,100000.0,26190.66,8463.5,8573.01,2098.62,10446.38,50000.0,Auto Purchase,Self-Employed,60,12.41,rejected,5,Medium
57,Artist,Wealth Preservation,71761.68,49072.1,23296.88,6573.51,3669.5,1056.72,6112.37,50000.0,Medical Expenses,Retired,24,9.56,approved,3,Low
66,Engineer,Speculation,66372.89,100000.0,32658.17,14454.39,6073.6,1248.96,10085.38,50000.0,Medical Expenses,Retired,36,10.1,approved,4,Low
81,Student,Wealth Preservation,84546.41,31144.72,11045.75,7687.45,4683.87,246.97,2821.15,50000.0,Small Business,Self-Employed,24,9.81,approved,3,Low
84,Artist,Growth,34182.02,33880.51,9542.56,7324.27,2861.17,388.9,6080.82,15864.0,Debt Consolidation,Self-Employed,60,8.57,pending,1,Low
70,Retiree,Income Generation,37387.51,72741.19,8982.3,11096.38,10250.2,1307.4,9243.77,5000.0,Medical Expenses,Self-Employed,60,5.89,approved,0,Low
31,Student,Wealth Preservation,106140.27,100000.0,21789.81,11646.09,15092.92,3094.0,13954.98,50000.0,Small Business,Employed,36,14.74,rejected,6,Medium
73,Student,Growth,68182.71,67556.43,19017.24,16126.14,9346.05,2655.33,3396.23,23384.38,Medical Expenses,Self-Employed,48,7.87,approved,3,Low
53,Artist,Growth,64786.93,100000.0,16412.23,5350.87,16888.07,397.88,9881.41,50000.0,Auto Purchase,Unemployed,60,11.88,rejected,4,Low
26,Lawyer,Income Generation,89700.94,100000.0,24133.38,21056.34,5622.21,410.68,36132.97,48121.36,Debt Consolidation,Unemployed,36,10.51,approved,7,High
51,Engineer,Growth,98977.75,88773.27,31923.14,9971.81,10829.89,2528.11,9146.42,50000.0,Debt Consolidation,Self-Employed,60,10.78,approved,4,Low
48,Lawyer,Speculation,81572.51,77198.72,25086.72,17707.41,16291.62,3719.86,20640.35,11311.58,Home Improvement,Retired,48,8.47,rejected,4,Low
35,Student,Wealth Preservation,47814.54,54657.65,21241.53,8071.83,8243.33,971.73,3824.19,50000.0,Home Improvement,Unemployed,60,10.23,approved,4,Low
31,Artist,Wealth Preservation,57336.7,11435.09,2993.33,3035.12,2389.11,694.75,2265.99,50000.0,Home Improvement,Retired,48,11.22,approved,5,Medium
53,Artist,Speculation,100897.68,100000.0,31097.67,17234.22,20892.65,3635.69,16151.97,46446.96,Small Business,Employed,24,10.47,approved,5,Medium
67,Retiree,Wealth Preservation,80482.79,100000.0,48627.2,14675.93,6232.93,36.74,39517.5,23427.45,Small Business,Retired,36,11.02,pending,5,Medium
36,Artist,Wealth Preservation,46884.99,73623.1,23162.02,12864.72,13744.86,1290.8,13222.42,50000.0,Home Improvement,Retired,24,10.73,approved,4,Low
51,Student,Income Generation,79193.04,100000.0,18464.11,12941.76,18359.41,4874.91,9293.84,50000.0,Small Business,Unemployed,24,13.81,rejected,4,Low
75,Doctor,Speculation,60047.19,100000.0,29664.81,25092.6,13869.85,206.82,7314.61,17186.4,Debt Consolidation,Unemployed,12,7.81,approved,2,Low
78,Retiree,Wealth Preservation,57643.73,94939.23,26741.84,15977.28,21033.7,2049.79,14040.6,50000.0,Small Business,Employed,36,12.08,rejected,4,Low
48,Student,Income Generation,108952.61,66860.03,26378.35,17700.64,3672.61,252.94,12259.64,45884.16,Home Improvement,Employed,36,10.54,approved,6,Medium
83,Lawyer,Speculation,11346.99,7338.37,1384.1,814.62,1444.57,137.75,450.81,9289.62,Debt Consolidation,Unemployed,24,6.51,approved,1,Low
66,Engineer,Growth,95082.5,100000.0,10703.46,7789.5,8617.09,1292.56,10354.6,50000.0,Home Improvement,Employed,24,12.53,rejected,4,Low
84,Teacher,Growth,74597.73,93440.02,18129.36,7135.03,10144.25,1065.76,8576.14,23410.36,Medical Expenses,Retired,48,10.4,pending,4,Low
54,Lawyer,Growth,75614.54,100000.0,22872.74,14208.11,9621.7,1427.01,26361.15,43480.33,Home Improvement,Unemployed,12,11.13,rejected,5,Medium
30,Student,Wealth Preservation,63584.92,25417.54,10401.89,6361.39,2652.45,173.09,9074.82,50000.0,Debt Consolidation,Retired,48,12.67,pending,5,Medium
78,Artist,Growth,10161.8,16904.67,3448.11,1286.53,3492.08,995.96,1620.06,13429.0,Debt Consolidation,Unemployed,24,10.29,pending,2,Low
69,Doctor,Wealth Preservation,72870.04,100000.0,32678.37,25564.66,8539.15,132.45,5567.3,50000.0,Small Business,Retired,36,12.43,rejected,4,Low
30,Doctor,Income Generation,77067.89,72342.37,32376.12,8750.07,12020.29,2068.59,8086.23,50000.0,Small Business,Self-Employed,48,14.34,rejected,5,Medium
58,Engineer,Speculation,77364.0,49807.81,15152.83,7846.25,4808.41,407.71,8303.68,50000.0,Home Improvement,Unemployed,24,9.53,approved,3,Low
32,Student,Growth,86533.0,84628.36,18144.52,17372.78,10886.6,1180.35,16561.87,50000.0,Debt Consolidation,Unemployed,36,11.09,approved,5,Medium
56,Lawyer,Growth,86908.7,100000.0,24961.58,27240.14,18676.76,1233.06,13540.12,50000.0,Small Business,Unemployed,24,13.25,pending,4,Low
60,Teacher,Wealth Preservation,75734.67,33861.47,9026.96,3385.15,3528.71,1007.52,3895.13,27559.37,Debt Consolidation,Retired,48,9.15,approved,3,Low
52,Lawyer,Speculation,28977.87,16329.66,4895.48,4289.65,4035.12,22.36,1619.28,39639.18,Home Improvement,Unemployed,36,10.03,approved,3,Low
61,Lawyer,Growth,94250.45,100000.0,34655.23,12809.91,17966.46,4164.87,6524.35,50000.0,Auto Purchase,Unemployed,12,10.18,approved,4,Low
49,Teacher,Growth,111946.52,100000.0,28743.47,13233.8,9663.98,1973.33,9549.1,50000.0,Home Improvement,Unemployed,24,9.44,approved,5,Medium
51,Retiree,Income Generation,93657.1,100000.0,11554.79,20313.29,12716.95,3269.59,14673.55,34581.32,Small Business,Unemployed,36,8.41,approved,3,Low
35,Doctor,Growth,-5404.81,1000.0,109.34,93.14,108.91,29.62,131.25,5000.0,Medical Expenses,Self-Employed,12,8.85,pending,2,Low
69,Engineer,Income Generation,59551.04,25478.07,10480.2,6033.16,6356.33,536.66,1854.91,50000.0,Auto Purchase,Employed,12,12.64,pending,4,Low
28,Doctor,Wealth Preservation,41202.5,65544.73,11152.31,6699.21,10371.86,1231.07,7693.03,35683.23,Medical Expenses,Retired,36,10.51,pending,5,Medium
80,Student,Growth,15715.22,28826.59,11960.36,1672.47,1658.2,453.56,4929.14,10800.0,Auto Purchase,Unemployed,48,7.19,approved,1,Low
29,Engineer,Growth,68080.05,34485.99,16683.77,8106.8,7264.3,46.75,6507.85,50000.0,Debt Consolidation,Employed,24,11.41,approved,6,Medium
53,Doctor,Growth,96170.92,11517.86,4797.69,1711.38,1498.65,124.84,1445.13,50000.0,Medical Expenses,Employed,36,10.14,approved,4,Low
35,Student,Income Generation,76948.34,10850.44,3183.87,1159.56,1640.68,90.76,3417.43,50000.0,Debt Consolidation,Employed,60,13.76,pending,5,Medium
37,Doctor,Growth,48777.13,80738.53,26503.25,22645.38,16493.29,2342.97,11730.34,50000.0,Small Business,Unemployed,36,10.99,approved,4,Low
29,Retiree,Income Generation,40279.41,12131.17,2077.35,2523.24,1087.83,231.64,1693.42,36583.47,Small Business,Self-Employed,48,8.54,approved,4,Low
78,Lawyer,Growth,83361.2,100000.0,29908.96,14576.51,14091.18,2587.31,12126.12,50000.0,Auto Purchase,Employed,12,10.59,approved,4,Low
29,Student,Wealth Preservation,40617.65,10820.57,5118.5,1714.12,2012.99,555.34,1460.24,46862.76,Auto Purchase,Unemployed,12,9.59,approved,4,Low
46,Teacher,Growth,77236.7,45884.14,10317.49,6735.54,3078.83,193.44,5428.79,25986.22,Medical Expenses,Unemployed,60,9.82,pending,4,Low
72,Doctor,Growth,71727.2,100000.0,45440.43,6099.89,12413.96,1029.65,12486.63,50000.0,Auto Purchase,Employed,48,13.01,rejected,4,Low
50,Retiree,Income Generation,65367.13,60863.67,24082.62,3715.91,9730.06,684.92,3763.42,48190.12,Home Improvement,Retired,36,13.25,rejected,4,Low
21,Teacher,Income Generation,116257.71,100000.0,48824.0,17346.55,11176.28,2752.46,9368.94,35935.75,Debt Consolidation,Employed,24,12.9,rejected,7,High
46,Lawyer,Income Generation,74246.54,94766.76,39265.11,8201.14,7941.87,1202.22,18303.08,34811.51,Auto Purchase,Retired,60,12.02,rejected,5,Medium
19,Doctor,Growth,79903.42,8297.36,4039.98,2333.91,1361.92,192.01,986.08,50000.0,Debt Consolidation,Unemployed,60,12.07,rejected,6,Medium
